condition,dataset_source,hours_after_sunset,bat_landing_to_food,seconds_after_rat_arrival,metric_type,bat_landing_number,food_availability
control,time_series,13.0,,,aggregate_behavior,5.0,0.0
control,time_series,13.5,,,aggregate_behavior,4.0,0.0
control,time_series,-0.5,,,aggregate_behavior,20.0,4.0
control,time_series,0.0,,,aggregate_behavior,10.0,4.0
control,time_series,0.5,,,aggregate_behavior,10.0,4.0
control,time_series,1.0,,,aggregate_behavior,5.0,4.0
control,time_series,1.5,,,aggregate_behavior,24.0,4.0
control,time_series,2.0,,,aggregate_behavior,16.0,3.938021022
control,time_series,2.5,,,aggregate_behavior,11.0,3.629213483
control,time_series,3.0,,,aggregate_behavior,12.0,3.292134831
control,time_series,3.5,,,aggregate_behavior,10.0,3.023921711
control,time_series,4.0,,,aggregate_behavior,16.0,3.0
control,time_series,4.5,,,aggregate_behavior,30.0,3.0
control,time_series,5.0,,,aggregate_behavior,21.0,3.0
control,time_series,5.5,,,aggregate_behavior,32.0,3.0
control,time_series,6.0,,,aggregate_behavior,40.0,2.9243604
control,time_series,6.5,,,aggregate_behavior,32.0,2.465517241
control,time_series,7.0,,,aggregate_behavior,32.0,2.043381535
control,time_series,7.5,,,aggregate_behavior,23.0,2.0
control,time_series,8.0,,,aggregate_behavior,29.0,2.0
control,time_series,8.5,,,aggregate_behavior,14.0,2.0
control,time_series,9.0,,,aggregate_behavior,20.0,1.929240375
control,time_series,9.5,,,aggregate_behavior,17.0,1.5
control,time_series,10.0,,,aggregate_behavior,16.0,1.070759625
control,time_series,10.5,,,aggregate_behavior,16.0,1.0
control,time_series,11.0,,,aggregate_behavior,15.0,1.0
control,time_series,11.5,,,aggregate_behavior,16.0,0.0
control,time_series,12.0,,,aggregate_behavior,16.0,0.0
rat_present,time_series,12.5,,,aggregate_behavior,5.0,0.0
control,time_series,13.0,,,aggregate_behavior,2.0,0.0
control,time_series,13.5,,,aggregate_behavior,6.0,0.0
control,time_series,-1.0,,,aggregate_behavior,1.0,4.0
control,time_series,-0.5,,,aggregate_behavior,13.0,4.0
control,time_series,0.0,,,aggregate_behavior,23.0,4.0
control,time_series,0.5,,,aggregate_behavior,33.0,4.0
control,time_series,1.0,,,aggregate_behavior,26.0,3.914905451
control,time_series,1.5,,,aggregate_behavior,56.0,3.448275862
control,time_series,2.0,,,aggregate_behavior,32.0,3.036707453
control,time_series,2.5,,,aggregate_behavior,40.0,3.0
control,time_series,3.0,,,aggregate_behavior,41.0,3.0
control,time_series,3.5,,,aggregate_behavior,30.0,3.0
control,time_series,4.0,,,aggregate_behavior,21.0,2.897849462
control,time_series,4.5,,,aggregate_behavior,60.0,2.433333333
control,time_series,5.0,,,aggregate_behavior,62.0,2.035483871
control,time_series,5.5,,,aggregate_behavior,53.0,2.0
control,time_series,6.0,,,aggregate_behavior,49.0,2.0
control,time_series,6.5,,,aggregate_behavior,45.0,2.0
control,time_series,7.0,,,aggregate_behavior,47.0,2.0
control,time_series,7.5,,,aggregate_behavior,36.0,2.0
control,time_series,8.0,,,aggregate_behavior,31.0,1.906506288
rat_present,time_series,8.5,,,aggregate_behavior,17.0,1.440677966
control,time_series,9.0,,,aggregate_behavior,25.0,1.036085293
control,time_series,9.5,,,aggregate_behavior,13.0,1.0
rat_present,time_series,10.0,,,aggregate_behavior,26.0,1.0
rat_present,time_series,10.5,,,aggregate_behavior,21.0,1.0
rat_present,time_series,11.0,,,aggregate_behavior,18.0,1.0
control,time_series,11.5,,,aggregate_behavior,14.0,1.0
rat_present,time_series,12.0,,,aggregate_behavior,10.0,1.0
control,time_series,12.5,,,aggregate_behavior,14.0,1.0
control,time_series,13.0,,,aggregate_behavior,10.0,1.0
control,time_series,13.5,,,aggregate_behavior,4.0,0.0
control,time_series,-1.5,,,aggregate_behavior,2.0,4.0
control,time_series,-1.0,,,aggregate_behavior,8.0,4.0
control,time_series,5.0,,,aggregate_behavior,3.0,3.998511166
control,time_series,5.5,,,aggregate_behavior,49.0,3.738461538
control,time_series,6.0,,,aggregate_behavior,57.0,3.276923077
control,time_series,6.5,,,aggregate_behavior,54.0,3.002977667
control,time_series,7.0,,,aggregate_behavior,47.0,2.909571655
control,time_series,7.5,,,aggregate_behavior,43.0,2.459016393
control,time_series,8.0,,,aggregate_behavior,40.0,2.048122686
control,time_series,8.5,,,aggregate_behavior,40.0,2.0
control,time_series,9.0,,,aggregate_behavior,37.0,2.0
control,time_series,9.5,,,aggregate_behavior,31.0,2.0
control,time_series,10.0,,,aggregate_behavior,20.0,1.913412564
control,time_series,10.5,,,aggregate_behavior,9.0,1.438596491
control,time_series,11.0,,,aggregate_behavior,8.0,1.031126203
control,time_series,11.5,,,aggregate_behavior,12.0,1.0
rat_present,time_series,12.0,,,aggregate_behavior,7.0,1.0
control,time_series,12.5,,,aggregate_behavior,5.0,1.0
control,time_series,13.5,,,aggregate_behavior,1.0,1.0
control,time_series,-0.5,,,aggregate_behavior,5.0,4.0
control,time_series,0.0,,,aggregate_behavior,12.0,4.0
control,time_series,0.5,,,aggregate_behavior,9.0,4.0
control,time_series,1.0,,,aggregate_behavior,8.0,4.0
control,time_series,1.5,,,aggregate_behavior,12.0,4.0
control,time_series,2.0,,,aggregate_behavior,24.0,4.0
control,time_series,2.5,,,aggregate_behavior,34.0,4.0
control,time_series,3.0,,,aggregate_behavior,29.0,3.866208355
control,time_series,3.5,,,aggregate_behavior,30.0,3.393442623
control,time_series,4.0,,,aggregate_behavior,21.0,3.023796933
control,time_series,4.5,,,aggregate_behavior,23.0,3.0
control,time_series,5.0,,,aggregate_behavior,35.0,3.0
control,time_series,5.5,,,aggregate_behavior,14.0,3.0
control,time_series,6.0,,,aggregate_behavior,35.0,2.890738814
control,time_series,6.5,,,aggregate_behavior,54.0,2.435483871
control,time_series,7.0,,,aggregate_behavior,51.0,2.040582726
rat_present,time_series,7.5,,,aggregate_behavior,26.0,2.0
rat_present,time_series,8.0,,,aggregate_behavior,26.0,2.0
control,time_series,8.5,,,aggregate_behavior,58.0,2.0
control,time_series,9.0,,,aggregate_behavior,30.0,1.863978495
control,time_series,9.5,,,aggregate_behavior,27.0,1.383333333
control,time_series,10.0,,,aggregate_behavior,44.0,1.019354839
control,time_series,10.5,,,aggregate_behavior,25.0,1.0
control,time_series,11.0,,,aggregate_behavior,16.0,1.0
control,time_series,11.5,,,aggregate_behavior,14.0,1.0
control,time_series,12.0,,,aggregate_behavior,5.0,1.0
control,time_series,12.5,,,aggregate_behavior,4.0,1.0
control,time_series,13.0,,,aggregate_behavior,2.0,1.0
control,time_series,1.5,,,aggregate_behavior,17.0,4.0
control,time_series,2.0,,,aggregate_behavior,26.0,4.0
control,time_series,2.5,,,aggregate_behavior,12.0,4.0
control,time_series,3.0,,,aggregate_behavior,42.0,4.0
control,time_series,3.5,,,aggregate_behavior,14.0,4.0
control,time_series,4.0,,,aggregate_behavior,16.0,4.0
control,time_series,4.5,,,aggregate_behavior,36.0,4.0
control,time_series,5.0,,,aggregate_behavior,34.0,4.0
control,time_series,5.5,,,aggregate_behavior,30.0,4.0
control,time_series,6.0,,,aggregate_behavior,16.0,4.0
control,time_series,6.5,,,aggregate_behavior,50.0,4.0
control,time_series,7.0,,,aggregate_behavior,35.0,4.0
control,time_series,7.5,,,aggregate_behavior,29.0,4.0
control,time_series,8.0,,,aggregate_behavior,40.0,3.877842411
control,time_series,8.5,,,aggregate_behavior,48.0,3.409836066
rat_present,time_series,9.0,,,aggregate_behavior,67.0,3.02908514
control,time_series,9.5,,,aggregate_behavior,39.0,3.0
control,time_series,10.0,,,aggregate_behavior,38.0,3.0
control,time_series,10.5,,,aggregate_behavior,38.0,3.0
rat_present,time_series,11.0,,,aggregate_behavior,18.0,2.851612903
control,time_series,11.5,,,aggregate_behavior,23.0,2.366666667
control,time_series,12.0,,,aggregate_behavior,11.0,2.015053763
control,time_series,12.5,,,aggregate_behavior,8.0,2.0
control,time_series,13.0,,,aggregate_behavior,4.0,1.851612903
control,time_series,13.5,,,aggregate_behavior,2.0,1.366666667
control,time_series,-1.0,,,aggregate_behavior,3.0,4.0
control,time_series,-0.5,,,aggregate_behavior,7.0,4.0
control,time_series,0.0,,,aggregate_behavior,4.0,4.0
control,time_series,0.5,,,aggregate_behavior,7.0,4.0
control,time_series,1.0,,,aggregate_behavior,8.0,4.0
control,time_series,1.5,,,aggregate_behavior,27.0,4.0
control,time_series,2.0,,,aggregate_behavior,32.0,3.846390169
control,time_series,2.5,,,aggregate_behavior,50.0,3.380952381
control,time_series,3.0,,,aggregate_behavior,37.0,3.023041475
control,time_series,3.5,,,aggregate_behavior,35.0,3.0
control,time_series,4.0,,,aggregate_behavior,40.0,2.841353781
control,time_series,4.5,,,aggregate_behavior,23.0,2.360655738
control,time_series,5.0,,,aggregate_behavior,12.0,2.01480698
control,time_series,5.5,,,aggregate_behavior,40.0,2.0
control,time_series,6.0,,,aggregate_behavior,47.0,2.0
rat_present,time_series,6.5,,,aggregate_behavior,38.0,2.0
rat_present,time_series,7.0,,,aggregate_behavior,66.0,1.863978495
control,time_series,7.5,,,aggregate_behavior,24.0,1.383333333
control,time_series,8.0,,,aggregate_behavior,26.0,1.019354839
control,time_series,8.5,,,aggregate_behavior,34.0,1.0
rat_present,time_series,9.0,,,aggregate_behavior,34.0,1.0
control,time_series,9.5,,,aggregate_behavior,54.0,0.0
control,time_series,2.0,,,aggregate_behavior,18.0,0.0
control,time_series,2.5,,,aggregate_behavior,68.0,4.0
control,time_series,3.0,,,aggregate_behavior,61.0,4.0
rat_present,time_series,3.5,,,aggregate_behavior,62.0,4.0
control,time_series,4.0,,,aggregate_behavior,72.0,4.0
control,time_series,4.5,,,aggregate_behavior,75.0,3.991359447
control,time_series,5.0,,,aggregate_behavior,69.0,3.642857143
control,time_series,5.5,,,aggregate_behavior,44.0,3.120967742
control,time_series,6.0,,,aggregate_behavior,60.0,2.8
rat_present,time_series,6.5,,,aggregate_behavior,64.0,2.55
control,time_series,7.0,,,aggregate_behavior,62.0,2.3
control,time_series,7.5,,,aggregate_behavior,48.0,2.062096774
control,time_series,8.0,,,aggregate_behavior,49.0,2.0
control,time_series,8.5,,,aggregate_behavior,44.0,1.991359447
control,time_series,9.0,,,aggregate_behavior,49.0,1.642857143
control,time_series,9.5,,,aggregate_behavior,33.0,1.133064516
control,time_series,10.0,,,aggregate_behavior,35.0,1.0
rat_present,time_series,10.5,,,aggregate_behavior,23.0,1.0
rat_present,time_series,11.0,,,aggregate_behavior,3.0,1.0
control,time_series,11.5,,,aggregate_behavior,9.0,1.0
control,time_series,12.0,,,aggregate_behavior,8.0,0.0
rat_present,time_series,12.5,,,aggregate_behavior,1.0,0.0
control,time_series,-0.5,,,aggregate_behavior,2.0,4.0
control,time_series,0.0,,,aggregate_behavior,7.0,4.0
control,time_series,0.5,,,aggregate_behavior,15.0,4.0
control,time_series,1.0,,,aggregate_behavior,18.0,4.0
control,time_series,1.5,,,aggregate_behavior,20.0,4.0
control,time_series,2.0,,,aggregate_behavior,53.0,4.0
rat_present,time_series,2.5,,,aggregate_behavior,40.0,3.970430108
rat_present,time_series,3.0,,,aggregate_behavior,68.0,3.583333333
control,time_series,3.5,,,aggregate_behavior,44.0,3.112903226
control,time_series,4.0,,,aggregate_behavior,77.0,3.0
rat_present,time_series,4.5,,,aggregate_behavior,61.0,3.0
rat_present,time_series,5.0,,,aggregate_behavior,78.0,3.0
control,time_series,5.5,,,aggregate_behavior,79.0,2.98811545
control,time_series,6.0,,,aggregate_behavior,64.0,2.631578947
control,time_series,6.5,,,aggregate_behavior,80.0,2.130730051
control,time_series,7.0,,,aggregate_behavior,64.0,2.0
control,time_series,7.5,,,aggregate_behavior,66.0,1.972278226
rat_present,time_series,8.0,,,aggregate_behavior,51.0,1.609375
control,time_series,8.5,,,aggregate_behavior,55.0,1.151209677
control,time_series,9.0,,,aggregate_behavior,56.0,1.0
control,time_series,9.5,,,aggregate_behavior,50.0,0.971383975
control,time_series,10.0,,,aggregate_behavior,40.0,0.596774194
control,time_series,10.5,,,aggregate_behavior,33.0,0.177419355
control,time_series,-2.0,,,aggregate_behavior,4.0,4.0
control,time_series,-1.5,,,aggregate_behavior,7.0,4.0
control,time_series,-1.0,,,aggregate_behavior,3.0,4.0
control,time_series,-0.5,,,aggregate_behavior,3.0,4.0
control,time_series,0.0,,,aggregate_behavior,1.0,4.0
control,time_series,0.5,,,aggregate_behavior,12.0,4.0
control,time_series,1.0,,,aggregate_behavior,26.0,4.0
control,time_series,1.5,,,aggregate_behavior,38.0,3.958751983
control,time_series,2.0,,,aggregate_behavior,52.0,3.557377049
control,time_series,2.5,,,aggregate_behavior,71.0,3.100475939
control,time_series,3.0,,,aggregate_behavior,59.0,3.0
control,time_series,3.5,,,aggregate_behavior,66.0,3.0
control,time_series,4.0,,,aggregate_behavior,92.0,3.0
control,time_series,4.5,,,aggregate_behavior,72.0,2.975396391
control,time_series,5.0,,,aggregate_behavior,130.0,2.593220339
control,time_series,5.5,,,aggregate_behavior,90.0,2.11481684
control,time_series,6.0,,,aggregate_behavior,84.0,2.0
control,time_series,6.5,,,aggregate_behavior,77.0,2.0
control,time_series,7.0,,,aggregate_behavior,69.0,2.0
control,time_series,7.5,,,aggregate_behavior,44.0,1.958064516
control,time_series,8.0,,,aggregate_behavior,55.0,1.55
control,time_series,8.5,,,aggregate_behavior,46.0,1.05
control,time_series,9.0,,,aggregate_behavior,40.0,0.55
control,time_series,9.5,,,aggregate_behavior,32.0,0.15
control,time_series,10.0,,,aggregate_behavior,18.0,0.0
control,time_series,10.5,,,aggregate_behavior,9.0,0.0
control,time_series,11.0,,,aggregate_behavior,15.0,0.0
control,time_series,11.5,,,aggregate_behavior,6.0,0.0
control,time_series,12.0,,,aggregate_behavior,1.0,0.0
control,time_series,13.0,,,aggregate_behavior,1.0,0.0
rat_present,time_series,13.5,,,aggregate_behavior,3.0,0.0
control,time_series,0.5,,,aggregate_behavior,2.0,4.0
control,time_series,1.0,,,aggregate_behavior,52.0,4.0
control,time_series,1.5,,,aggregate_behavior,63.0,3.974654378
rat_present,time_series,2.0,,,aggregate_behavior,61.0,3.642857143
rat_present,time_series,2.5,,,aggregate_behavior,80.0,3.214285714
control,time_series,3.0,,,aggregate_behavior,84.0,3.0
control,time_series,3.5,,,aggregate_behavior,113.0,3.0
control,time_series,4.0,,,aggregate_behavior,79.0,2.797653959
control,time_series,4.5,,,aggregate_behavior,78.0,2.169354839
rat_present,time_series,5.0,,,aggregate_behavior,80.0,2.0
control,time_series,5.5,,,aggregate_behavior,78.0,1.958751983
control,time_series,6.0,,,aggregate_behavior,102.0,1.557377049
control,time_series,6.5,,,aggregate_behavior,100.0,1.06557377
control,time_series,7.0,,,aggregate_behavior,88.0,0.573770492
control,time_series,7.5,,,aggregate_behavior,70.0,0.163934426
control,time_series,-1.0,,,aggregate_behavior,17.0,4.0
control,time_series,-0.5,,,aggregate_behavior,58.0,4.0
control,time_series,0.0,,,aggregate_behavior,29.0,4.0
control,time_series,0.5,,,aggregate_behavior,25.0,4.0
control,time_series,1.0,,,aggregate_behavior,41.0,4.0
control,time_series,1.5,,,aggregate_behavior,48.0,3.951877314
control,time_series,2.0,,,aggregate_behavior,46.0,3.540983607
control,time_series,2.5,,,aggregate_behavior,43.0,3.090428345
control,time_series,3.0,,,aggregate_behavior,56.0,3.0
control,time_series,3.5,,,aggregate_behavior,54.0,3.0
